line,day,incident,min_delay
501,Friday,Utilized Off Route,10
501,Friday,Utilized Off Route,10
501,Friday,Utilized Off Route,10
505,Friday,Security,10
504,Friday,Security,5
301,Friday,Collision - TTC Involved,10
510,Friday,Emergency Services,9
512,Friday,Cleaning - Unsanitary,10
501,Saturday,Security,0
510,Saturday,Security,0
501,Saturday,Security,0
512,Saturday,Operations,10
506,Saturday,Operations,15
512,Saturday,Cleaning - Unsanitary,7
506,Saturday,Mechanical,12
501,Saturday,Operations,10
506,Saturday,Operations,10
512,Saturday,Cleaning - Unsanitary,7
510,Saturday,Investigation,7
504,Saturday,Collision - TTC Involved,5
501,Saturday,General Delay,0
501,Saturday,Collision - TTC Involved,10
88,Saturday,Operations,15
501,Saturday,Operations,10
504,Saturday,General Delay,0
501,Saturday,Operations,10
501,Saturday,Cleaning - Unsanitary,7
501,Saturday,Investigation,0
504,Saturday,Collision - TTC Involved,10
505,Saturday,Emergency Services,10
301,Sunday,Mechanical,30
506,Sunday,Operations,10
504,Sunday,Utilized Off Route,10
512,Sunday,Mechanical,8
506,Sunday,General Delay,10
505,Sunday,Emergency Services,15
506,Sunday,Held By,9
509,Sunday,Collision - TTC Involved,4
505,Sunday,Cleaning - Unsanitary,8
505,Sunday,Security,8
501,Sunday,Held By,13
504,Sunday,Operations,5
512,Sunday,Operations,7
501,Sunday,Collision - TTC Involved,7
512,Sunday,General Delay,12
505,Sunday,Held By,15
504,Sunday,Operations,27
501,Sunday,Diversion,34
501,Sunday,Operations,86
501,Sunday,Investigation,14
504,Sunday,Diversion,63
512,Sunday,Operations,10
504,Sunday,Investigation,34
501,Sunday,Emergency Services,8
501,Sunday,Emergency Services,10
504,Monday,Operations,24
501,Monday,Operations,10
501,Monday,Diversion,256
501,Monday,Utilized Off Route,10
501,Monday,Utilized Off Route,10
501,Monday,Utilized Off Route,10
501,Monday,Diversion,235
511,Monday,Security,14
501,Monday,Utilized Off Route,10
501,Monday,Diversion,10
501,Monday,Utilized Off Route,10
504,Monday,General Delay,0
504,Monday,Mechanical,10
504,Monday,Mechanical,10
506,Monday,Operations,9
505,Monday,Operations,9
503,Monday,General Delay,0
501,Monday,Operations,8
504,Monday,Operations,5
501,Monday,Operations,10
504,Monday,Operations,7
504,Monday,Operations,4
501,Monday,Operations,10
505,Monday,General Delay,8
501,Monday,Operations,10
503,Monday,Cleaning - Unsanitary,10
501,Monday,Overhead,50
501,Monday,General Delay,0
504,Monday,Late Entering Service,3
501,Monday,Operations,8
504,Monday,General Delay,0
501,Monday,Operations,10
512,Monday,General Delay,12
504,Monday,Collision - TTC Involved,4
512,Monday,General Delay,6
501,Monday,Security,18
501,Monday,Utilized Off Route,10
501,Monday,Cleaning - Unsanitary,10
505,Monday,General Delay,20
504,Monday,Utilized Off Route,6
511,Monday,Held By,31
509,Monday,Mechanical,21
501,Monday,Utilized Off Route,10
501,Monday,Utilized Off Route,10
505,Monday,Emergency Services,10
501,Monday,Operations,14
510,Tuesday,Emergency Services,0
504,Tuesday,General Delay,0
506,Tuesday,Operations,10
505,Tuesday,Emergency Services,16
506,Tuesday,Held By,14
512,Tuesday,Cleaning - Unsanitary,7
506,Tuesday,General Delay,0
501,Tuesday,Mechanical,8
504,Tuesday,Cleaning - Unsanitary,5
505,Tuesday,General Delay,0
504,Tuesday,General Delay,0
506,Tuesday,Operations,10
512,Tuesday,Security,6
510,Tuesday,Cleaning - Unsanitary,9
504,Tuesday,Operations,5
509,Tuesday,Investigation,0
504,Tuesday,Cleaning - Unsanitary,5
505,Tuesday,General Delay,12
512,Tuesday,General Delay,8
512,Tuesday,General Delay,0
504,Tuesday,General Delay,0
506,Tuesday,Security,10
501,Tuesday,Emergency Services,25
301,Wednesday,Cleaning - Unsanitary,14
504,Wednesday,Held By,7
306,Wednesday,Cleaning - Unsanitary,30
310,Wednesday,Held By,12
511,Wednesday,General Delay,0
506,Wednesday,Diversion,0
501,Wednesday,Operations,10
501,Wednesday,Mechanical,10
504,Wednesday,General Delay,0
503,Wednesday,Operations,10
511,Wednesday,Operations,14
504,Wednesday,Mechanical,5
503,Wednesday,General Delay,0
503,Wednesday,Operations,18
511,Wednesday,Security,8
501,Wednesday,General Delay,18
501,Wednesday,Operations,18
505,Wednesday,General Delay,0
501,Wednesday,Held By,19
501,Wednesday,Operations,10
504,Wednesday,Operations,5
503,Wednesday,Collision - TTC Involved,30
510,Wednesday,Held By,27
501,Wednesday,Mechanical,9
501,Wednesday,Operations,10
510,Wednesday,Held By,19
501,Wednesday,Held By,25
506,Wednesday,Operations,12
504,Wednesday,Operations,5
501,Wednesday,Operations,9
506,Wednesday,General Delay,0
511,Wednesday,Emergency Services,16
506,Wednesday,Diversion,12
501,Wednesday,Operations,5
505,Wednesday,Operations,9
512,Wednesday,General Delay,8
512,Wednesday,Operations,7
501,Wednesday,Emergency Services,31
504,Wednesday,General Delay,0
500,Wednesday,Operations,0
504,Wednesday,General Delay,57
505,Wednesday,Security,15
504,Wednesday,Security,40
501,Wednesday,Utilized Off Route,6
301,Thursday,Emergency Services,0
501,Thursday,Operations,18
501,Thursday,Operations,10
506,Thursday,General Delay,0
506,Thursday,Operations,10
506,Thursday,Operations,35
501,Thursday,Operations,9
505,Thursday,Diversion,19
511,Thursday,Cleaning - Unsanitary,8
506,Thursday,Cleaning - Unsanitary,9
501,Thursday,Operations,10
501,Thursday,Operations,10
505,Thursday,General Delay,0
504,Thursday,Operations,7
506,Thursday,Operations,10
501,Thursday,Cleaning - Unsanitary,10
501,Thursday,Operations,10
504,Thursday,Cleaning - Unsanitary,5
501,Thursday,Mechanical,9
506,Thursday,Diversion,12
505,Thursday,Mechanical,9
506,Thursday,Collision - TTC Involved,12
506,Thursday,Operations,10
504,Thursday,General Delay,0
506,Thursday,Mechanical,10
512,Thursday,General Delay,0
501,Thursday,Collision - TTC Involved,8
504,Thursday,Utilized Off Route,5
501,Thursday,Security,10
510,Thursday,Utilized Off Route,9
504,Thursday,Operations,43
501,Thursday,Diversion,33
504,Thursday,Held By,15
506,Thursday,Cleaning - Unsanitary,10
501,Friday,Security,10
504,Friday,Operations,5
510,Friday,General Delay,20
501,Friday,Operations,6
509,Friday,Cleaning - Unsanitary,7
501,Friday,Operations,4
505,Friday,Operations,9
505,Friday,Operations,9
501,Friday,Held By,35
501,Friday,Utilized Off Route,10
511,Friday,Collision - TTC Involved,8
501,Friday,Utilized Off Route,10
510,Friday,Emergency Services,10
511,Friday,Operations,8
501,Friday,Operations,24
509,Friday,General Delay,0
505,Friday,General Delay,0
504,Friday,General Delay,30
501,Friday,Utilized Off Route,10
501,Friday,Utilized Off Route,9
501,Friday,Mechanical,9
504,Friday,Operations,7
512,Friday,Emergency Services,12
506,Friday,General Delay,0
511,Friday,General Delay,0
506,Friday,Diversion,12
501,Friday,Mechanical,9
506,Friday,Utilized Off Route,12
501,Friday,Mechanical,9
504,Friday,Utilized Off Route,4
501,Friday,Emergency Services,9
504,Friday,Operations,10
501,Friday,Utilized Off Route,10
501,Friday,General Delay,0
501,Friday,Emergency Services,10
501,Saturday,Collision - TTC Involved,10
504,Saturday,General Delay,20
504,Saturday,General Delay,0
506,Saturday,Mechanical,15
501,Saturday,Collision - TTC Involved,0
501,Saturday,Operations,7
504,Saturday,Operations,7
510,Saturday,Cleaning - Unsanitary,7
506,Saturday,Operations,10
510,Saturday,Collision - TTC Involved,27
512,Saturday,Held By,402
501,Saturday,Mechanical,9
504,Saturday,Mechanical,5
510,Saturday,Cleaning - Unsanitary,4
506,Saturday,Mechanical,8
504,Saturday,Utilized Off Route,7
505,Saturday,Operations,8
501,Saturday,Overhead,8
511,Saturday,Diversion,58
501,Saturday,Cleaning - Unsanitary,7
501,Saturday,Collision - TTC Involved,10
501,Saturday,Operations,10
501,Saturday,Operations,8
505,Saturday,General Delay,0
504,Saturday,Operations,7
501,Saturday,Operations,10
504,Saturday,Operations,5
512,Saturday,Security,8
501,Saturday,Security,10
511,Saturday,General Delay,0
506,Saturday,Security,10
509,Saturday,Cleaning - Unsanitary,8
511,Saturday,Emergency Services,10
500,Saturday,Collision - TTC Involved,0
506,Sunday,Operations,10
504,Sunday,Security,15
506,Sunday,Cleaning - Unsanitary,10
506,Sunday,Held By,20
505,Sunday,Emergency Services,20
506,Sunday,Operations,10
505,Sunday,Operations,6
504,Sunday,Operations,9
999,Sunday,Operations,1
999,Sunday,Operations,0
500,Sunday,Operations,0
505,Sunday,Operations,7
501,Sunday,Security,12
509,Sunday,General Delay,15
501,Sunday,Emergency Services,37
511,Sunday,Collision - TTC Involved,7
501,Sunday,Mechanical,7
501,Sunday,Investigation,7
501,Sunday,Operations,31
510,Sunday,Operations,7
506,Sunday,Diversion,139
505,Sunday,Diversion,129
512,Sunday,General Delay,6
506,Sunday,Utilized Off Route,8
504,Sunday,Mechanical,8
510,Sunday,Operations,8
501,Sunday,Held By,9
501,Sunday,General Delay,0
501,Sunday,Held By,14
504,Sunday,Held By,13
504,Sunday,General Delay,0
501,Sunday,Operations,10
504,Sunday,Emergency Services,10
511,Sunday,Operations,58
504,Sunday,Diversion,50
506,Sunday,Overhead,0
512,Monday,Cleaning - Unsanitary,10
501,Monday,Security,10
509,Monday,Operations,0
306,Monday,Diversion,113
501,Monday,Security,10
505,Monday,General Delay,0
504,Monday,Cleaning - Unsanitary,10
501,Monday,Investigation,10
504,Monday,Collision - TTC Involved,7
505,Monday,Security,7
506,Monday,Emergency Services,12
511,Monday,General Delay,0
504,Monday,Operations,7
501,Monday,Collision - TTC Involved,10
501,Monday,Mechanical,9
505,Monday,General Delay,15
505,Monday,General Delay,7
504,Monday,Investigation,0
510,Monday,Cleaning - Unsanitary,7
505,Monday,Operations,7
505,Monday,Operations,7
505,Monday,Operations,7
509,Monday,Cleaning - Unsanitary,10
501,Monday,Operations,9
506,Monday,General Delay,0
506,Monday,Security,10
504,Tuesday,Operations,10
501,Tuesday,Operations,15
504,Tuesday,Operations,10
503,Tuesday,Diversion,10
506,Tuesday,Operations,9
505,Tuesday,Operations,6
506,Tuesday,Mechanical,10
504,Tuesday,Operations,4
501,Tuesday,Operations,0
511,Tuesday,Held By,7
506,Tuesday,General Delay,0
505,Tuesday,Held By,22
505,Tuesday,Held By,15
505,Tuesday,Held By,15
512,Tuesday,Operations,11
505,Tuesday,Operations,10
505,Tuesday,Cleaning - Unsanitary,10
505,Tuesday,Operations,10
506,Tuesday,Security,9
504,Tuesday,Operations,10
506,Tuesday,Collision - TTC Involved,3
504,Tuesday,Operations,10
506,Tuesday,Operations,9
510,Tuesday,Held By,8
504,Tuesday,Operations,6
506,Tuesday,Operations,8
504,Tuesday,Operations,6
512,Tuesday,Operations,5
506,Tuesday,Mechanical,7
501,Tuesday,Operations,6
506,Tuesday,Emergency Services,25
512,Tuesday,General Delay,14
504,Tuesday,Operations,8
504,Tuesday,Operations,3
512,Tuesday,General Delay,0
501,Tuesday,Diversion,38
504,Tuesday,Diversion,35
501,Tuesday,Operations,6
501,Tuesday,Diversion,64
504,Tuesday,Operations,10
504,Tuesday,Operations,60
501,Tuesday,Operations,10
501,Tuesday,Operations,10
512,Tuesday,Rail/Switches,18
504,Tuesday,General Delay,0
501,Tuesday,Operations,6
505,Tuesday,Emergency Services,18
510,Tuesday,Operations,9
512,Tuesday,Cleaning - Unsanitary,10
504,Tuesday,Operations,10
506,Wednesday,Late Entering Service,20
501,Wednesday,Mechanical,7
505,Wednesday,Operations,9
504,Wednesday,Late Entering Service,3
503,Wednesday,Held By,1
506,Wednesday,Held By,10
504,Wednesday,Utilized Off Route,10
501,Wednesday,Operations,5
506,Wednesday,Held By,10
512,Wednesday,Operations,5
506,Wednesday,Diversion,171
501,Wednesday,Operations,6
503,Wednesday,General Delay,10
512,Wednesday,Operations,5
506,Wednesday,Security,10
505,Wednesday,Emergency Services,11
505,Wednesday,Diversion,8
510,Wednesday,General Delay,17
512,Wednesday,General Delay,12
501,Wednesday,Investigation,24
503,Wednesday,Mechanical,10
506,Wednesday,Investigation,9
506,Wednesday,General Delay,7
506,Wednesday,Operations,7
512,Wednesday,Operations,5
501,Wednesday,Mechanical,8
505,Wednesday,Operations,7
505,Wednesday,Operations,7
504,Wednesday,Mechanical,5
504,Wednesday,Held By,9
512,Wednesday,Operations,5
504,Wednesday,Mechanical,5
501,Wednesday,Operations,6
504,Wednesday,Operations,5
511,Wednesday,Operations,9
501,Wednesday,Mechanical,6
512,Wednesday,General Delay,10
501,Wednesday,Operations,9
505,Wednesday,Emergency Services,7
506,Wednesday,Operations,9
512,Wednesday,General Delay,15
512,Wednesday,Mechanical,5
501,Wednesday,General Delay,13
501,Wednesday,Operations,10
510,Wednesday,Operations,9
505,Wednesday,Operations,7
504,Wednesday,Operations,10
501,Wednesday,Operations,8
501,Wednesday,Operations,8
504,Wednesday,Operations,10
506,Wednesday,Security,26
501,Wednesday,Operations,10
506,Wednesday,Overhead,168
506,Wednesday,Operations,59
510,Wednesday,Operations,10
506,Wednesday,Overhead,10
301,Wednesday,Utilized Off Route,10
505,Thursday,Security,10
511,Thursday,Collision - TTC Involved,0
504,Thursday,Diversion,69
501,Thursday,Operations,8
511,Thursday,Operations,10
503,Thursday,Operations,10
504,Thursday,Utilized Off Route,10
505,Thursday,General Delay,0
501,Thursday,Mechanical,18
501,Thursday,Mechanical,31
503,Thursday,Held By,10
504,Thursday,Operations,10
505,Thursday,Diversion,20
512,Thursday,General Delay,5
501,Thursday,Collision - TTC Involved,8
509,Thursday,Operations,11
510,Thursday,Mechanical,10
501,Thursday,Emergency Services,17
506,Thursday,Held By,14
501,Thursday,Held By,15
503,Thursday,Operations,10
501,Thursday,Mechanical,102
512,Thursday,Emergency Services,5
512,Thursday,General Delay,0
503,Thursday,Diversion,90
512,Thursday,Operations,5
503,Thursday,Held By,10
501,Thursday,Operations,6
501,Thursday,Investigation,6
512,Thursday,Mechanical,5
504,Thursday,Operations,4
504,Thursday,Operations,10
504,Thursday,Collision - TTC Involved,4
510,Thursday,Mechanical,5
501,Thursday,General Delay,40
510,Thursday,Operations,5
501,Thursday,Operations,41
504,Thursday,Diversion,5
501,Thursday,Diversion,71
511,Thursday,Operations,0
510,Thursday,General Delay,0
504,Thursday,Mechanical,6
504,Friday,Operations,0
501,Friday,Utilized Off Route,15
510,Friday,Held By,1
501,Friday,Operations,6
501,Friday,Held By,1
501,Friday,Operations,10
512,Friday,General Delay,12
501,Friday,Mechanical,10
501,Friday,Operations,10
512,Friday,Operations,17
512,Friday,Operations,10
501,Friday,Security,12
501,Friday,Operations,8
504,Friday,Mechanical,4
512,Friday,General Delay,11
501,Friday,General Delay,20
504,Friday,Mechanical,4
503,Friday,Operations,63
501,Friday,Operations,17
512,Friday,Operations,12
506,Friday,Diversion,33
501,Friday,Mechanical,6
504,Friday,Operations,4
503,Friday,Security,11
501,Friday,Mechanical,8
506,Friday,Cleaning - Unsanitary,10
501,Friday,General Delay,0
510,Friday,Operations,5
506,Friday,Investigation,10
512,Friday,General Delay,10
510,Friday,Utilized Off Route,9
510,Friday,Utilized Off Route,9
501,Friday,Utilized Off Route,10
501,Friday,Utilized Off Route,10
510,Friday,General Delay,0
501,Friday,Mechanical,10
501,Friday,Collision - TTC Involved,25
301,Friday,Diversion,140
504,Saturday,Collision - TTC Involved,0
304,Saturday,General Delay,0
310,Saturday,Cleaning - Unsanitary,15
310,Saturday,Utilized Off Route,15
504,Saturday,Diversion,30
304,Saturday,Emergency Services,0
504,Saturday,Security,10
504,Saturday,Emergency Services,10
510,Saturday,Diversion,29
512,Saturday,Operations,21
506,Saturday,General Delay,15
512,Saturday,General Delay,5
509,Saturday,Mechanical,8
504,Saturday,Mechanical,10
506,Saturday,Collision - TTC Involved,8
505,Saturday,General Delay,0
506,Saturday,Security,10
511,Saturday,Operations,26
504,Saturday,Mechanical,8
506,Saturday,Collision - TTC Involved,10
504,Saturday,Collision - TTC Involved,8
506,Saturday,Operations,10
501,Saturday,Operations,73
512,Saturday,Operations,5
501,Saturday,Operations,6
506,Saturday,Security,10
510,Saturday,Mechanical,10
512,Saturday,General Delay,10
506,Saturday,Operations,10
501,Saturday,Mechanical,5
501,Saturday,Mechanical,5
501,Saturday,Security,6
511,Saturday,Mechanical,6
504,Saturday,Operations,5
501,Saturday,Operations,8
501,Saturday,General Delay,23
505,Saturday,General Delay,9
506,Saturday,Cleaning - Unsanitary,10
510,Saturday,General Delay,11
501,Saturday,Emergency Services,10
506,Saturday,Cleaning - Unsanitary,10
504,Saturday,Diversion,59
301,Sunday,Held By,32
506,Sunday,Emergency Services,10
501,Sunday,Operations,10
504,Sunday,General Delay,0
501,Sunday,Cleaning - Unsanitary,10
501,Sunday,Mechanical,10
504,Sunday,Mechanical,5
505,Sunday,General Delay,9
506,Sunday,Diversion,760
512,Sunday,Investigation,6
506,Sunday,Operations,10
504,Sunday,Held By,90
505,Sunday,Emergency Services,10
504,Sunday,Held By,7
501,Sunday,Operations,8
506,Sunday,Operations,9
504,Sunday,Mechanical,5
505,Sunday,Emergency Services,9
510,Sunday,Security,20
510,Sunday,Operations,7
504,Sunday,Collision - TTC Involved,8
506,Sunday,Operations,10
501,Sunday,Operations,10
511,Sunday,Operations,46
501,Sunday,Security,10
511,Sunday,Emergency Services,10
509,Sunday,Utilized Off Route,5
504,Sunday,Diversion,71
506,Sunday,Emergency Services,39
505,Sunday,Emergency Services,10
505,Monday,Emergency Services,0
501,Monday,Emergency Services,10
301,Monday,Diversion,191
501,Monday,Diversion,29
506,Monday,Held By,9
501,Monday,Held By,15
506,Monday,Held By,9
506,Monday,Held By,9
506,Monday,Held By,9
501,Monday,Held By,7
501,Monday,Held By,6
506,Monday,Held By,9
501,Monday,Held By,6
506,Monday,Held By,9
506,Monday,Held By,9
501,Monday,Diversion,126
501,Monday,Held By,3
506,Monday,Held By,9
506,Monday,Held By,9
506,Monday,Held By,9
506,Monday,Held By,9
511,Monday,Held By,8
506,Monday,Held By,9
506,Monday,Held By,9
501,Monday,Held By,6
505,Monday,Held By,9
501,Monday,Held By,9
501,Monday,Held By,4
512,Monday,Diversion,8
506,Monday,Held By,9
501,Monday,Held By,3
505,Monday,Held By,9
501,Monday,Held By,3
501,Monday,Held By,3
501,Monday,Held By,5
501,Monday,Held By,4
505,Monday,Held By,9
501,Monday,Held By,6
504,Monday,Operations,6
501,Monday,Held By,5
506,Monday,Held By,9
505,Monday,General Delay,0
503,Monday,General Delay,0
506,Monday,Collision - TTC Involved,10
501,Monday,Mechanical,6
505,Monday,Emergency Services,8
501,Monday,Mechanical,10
510,Monday,Emergency Services,10
505,Monday,Operations,10
501,Monday,Operations,6
503,Monday,Operations,10
506,Monday,Investigation,9
501,Monday,Operations,4
510,Monday,Mechanical,21
512,Monday,Operations,5
501,Monday,Operations,6
505,Monday,Held By,9
504,Monday,Mechanical,4
501,Monday,Operations,6
506,Monday,Mechanical,6
501,Monday,Operations,6
506,Monday,Security,6
501,Monday,Operations,6
504,Monday,Operations,29
504,Monday,Diversion,91
512,Monday,Emergency Services,10
506,Monday,Diversion,24
506,Tuesday,Held By,9
505,Tuesday,Held By,72
506,Tuesday,Operations,15
504,Tuesday,Operations,4
503,Tuesday,Security,0
505,Tuesday,Mechanical,11
505,Tuesday,General Delay,15
503,Tuesday,Operations,10
503,Tuesday,General Delay,24
505,Tuesday,Mechanical,9
510,Tuesday,Operations,9
504,Tuesday,Mechanical,0
509,Tuesday,Operations,10
504,Tuesday,Mechanical,6
501,Tuesday,Emergency Services,10
504,Tuesday,Mechanical,4
503,Tuesday,Operations,10
510,Tuesday,Operations,9
509,Tuesday,Held By,10
501,Tuesday,Security,4
504,Tuesday,Operations,4
511,Tuesday,Cleaning - Unsanitary,9
501,Tuesday,Held By,8
510,Tuesday,Operations,6
501,Tuesday,General Delay,14
512,Tuesday,Held By,5
512,Tuesday,Overhead,107
506,Tuesday,Utilized Off Route,9
512,Tuesday,Operations,5
504,Tuesday,Operations,5
510,Tuesday,Operations,9
506,Tuesday,Utilized Off Route,9
501,Tuesday,Operations,8
501,Tuesday,Mechanical,6
501,Tuesday,General Delay,0
512,Tuesday,Security,9
506,Tuesday,Diversion,9
501,Tuesday,Utilized Off Route,10
501,Tuesday,Emergency Services,14
509,Tuesday,General Delay,24
505,Tuesday,Emergency Services,9
505,Tuesday,Mechanical,10
504,Tuesday,Mechanical,10
510,Tuesday,Emergency Services,21
501,Wednesday,Security,10
506,Wednesday,Mechanical,7
512,Wednesday,Operations,12
503,Wednesday,General Delay,0
505,Wednesday,General Delay,0
504,Wednesday,Mechanical,10
501,Wednesday,Operations,7
505,Wednesday,Held By,18
504,Wednesday,Mechanical,10
501,Wednesday,Operations,10
506,Wednesday,Mechanical,10
506,Wednesday,General Delay,0
503,Wednesday,Operations,10
501,Wednesday,Mechanical,15
501,Wednesday,Operations,7
512,Wednesday,General Delay,10
501,Wednesday,Operations,7
504,Wednesday,Diversion,28
503,Wednesday,Held By,17
501,Wednesday,Cleaning - Unsanitary,6
512,Wednesday,Operations,5
501,Wednesday,General Delay,14
506,Wednesday,Security,9
504,Wednesday,Operations,8
504,Wednesday,Operations,8
511,Wednesday,Operations,7
510,Wednesday,Emergency Services,20
510,Wednesday,Held By,12
506,Wednesday,General Delay,15
512,Wednesday,Operations,5
510,Wednesday,Operations,7
512,Wednesday,General Delay,36
510,Wednesday,Diversion,18
504,Wednesday,Mechanical,12
510,Wednesday,Security,10
705,Wednesday,Operations,0
509,Wednesday,Security,10
501,Wednesday,Investigation,0
301,Wednesday,Mechanical,10
501,Wednesday,Diversion,63
501,Thursday,Emergency Services,119
505,Thursday,Late Entering Service,9
503,Thursday,Operations,10
505,Thursday,Operations,24
501,Thursday,Mechanical,7
504,Thursday,Mechanical,10
503,Thursday,General Delay,0
505,Thursday,General Delay,0
510,Thursday,Late Entering Service,9
509,Thursday,General Delay,10
509,Thursday,General Delay,12
506,Thursday,General Delay,20
506,Thursday,General Delay,0
512,Thursday,Operations,5
510,Thursday,General Delay,13
501,Thursday,General Delay,12
512,Thursday,Operations,5
511,Thursday,Collision - TTC Involved,9
512,Thursday,Operations,5
505,Thursday,Operations,7
512,Thursday,General Delay,0
511,Thursday,Operations,8
501,Thursday,General Delay,14
504,Thursday,Operations,5
506,Thursday,Security,19
505,Thursday,Collision - TTC Involved,56
506,Thursday,Diversion,19
504,Thursday,Utilized Off Route,5
509,Thursday,General Delay,16
505,Thursday,Security,12
504,Thursday,Operations,10
509,Thursday,Cleaning - Unsanitary,8
505,Thursday,Emergency Services,12
501,Thursday,General Delay,0
512,Thursday,General Delay,22
511,Thursday,Utilized Off Route,8
510,Thursday,Emergency Services,9
509,Thursday,General Delay,0
504,Thursday,General Delay,10
506,Thursday,Diversion,267
506,Friday,Mechanical,9
501,Friday,Mechanical,8
506,Friday,Security,10
501,Friday,Mechanical,6
505,Friday,Emergency Services,8
510,Friday,Operations,9
506,Friday,Operations,9
504,Friday,Cleaning - Unsanitary,4
511,Friday,Mechanical,7
510,Friday,Overhead,9
510,Friday,Held By,9
506,Friday,General Delay,0
511,Friday,General Delay,10
503,Friday,General Delay,13
510,Friday,Diversion,9
503,Friday,Operations,10
504,Friday,Operations,6
505,Friday,Operations,10
505,Friday,Emergency Services,0
505,Friday,General Delay,12
501,Friday,Operations,8
509,Friday,Operations,9
504,Friday,Operations,6
509,Friday,Operations,9
509,Friday,Operations,9
501,Friday,Mechanical,6
510,Friday,Diversion,13
501,Friday,Collision - TTC Involved,6
501,Friday,Security,6
501,Friday,Cleaning - Unsanitary,6
506,Friday,Security,7
504,Friday,Operations,5
501,Friday,Cleaning - Unsanitary,9
501,Friday,Operations,6
504,Friday,Operations,5
504,Friday,Mechanical,10
504,Friday,Mechanical,10
501,Friday,Security,10
506,Friday,Security,20
510,Friday,Operations,9
510,Friday,Operations,11
5014,Friday,General Delay,0
504,Friday,Diversion,0
501,Friday,General Delay,0
501,Friday,Operations,0
306,Saturday,Diversion,58
504,Saturday,Diversion,19
506,Saturday,Operations,10
511,Saturday,Operations,3
504,Saturday,Operations,229
511,Saturday,Diversion,118
504,Saturday,Held By,118
511,Saturday,Overhead,216
501,Saturday,Cleaning - Unsanitary,8
509,Saturday,Overhead,8
506,Saturday,Operations,10
511,Saturday,Operations,3
501,Saturday,Mechanical,8
505,Saturday,Mechanical,7
511,Saturday,Operations,8
510,Saturday,Operations,7
506,Saturday,Operations,9
504,Saturday,Mechanical,8
504,Saturday,Operations,45
504,Saturday,Utilized Off Route,8
504,Saturday,Operations,8
504,Saturday,Operations,8
504,Saturday,Security,8
501,Saturday,General Delay,0
510,Saturday,Security,14
505,Saturday,Operations,7
505,Saturday,General Delay,0
511,Saturday,Operations,6
506,Saturday,Operations,10
501,Saturday,Operations,9
512,Saturday,Held By,56
511,Saturday,Operations,10
510,Saturday,Security,7
505,Saturday,Operations,7
504,Saturday,Operations,10
501,Saturday,Investigation,10
504,Saturday,Operations,10
505,Saturday,Cleaning - Unsanitary,10
306,Sunday,Diversion,187
506,Sunday,Operations,10
506,Sunday,Mechanical,20
512,Sunday,Operations,5
501,Sunday,Operations,10
504,Sunday,Mechanical,15
506,Sunday,General Delay,0
505,Sunday,General Delay,23
506,Sunday,General Delay,13
501,Sunday,Operations,12
501,Sunday,Cleaning - Unsanitary,10
506,Sunday,Mechanical,9
501,Sunday,Operations,11
512,Sunday,Operations,5
506,Sunday,General Delay,10
512,Sunday,General Delay,5
501,Sunday,Cleaning - Unsanitary,9
501,Sunday,Held By,10
504,Sunday,Diversion,8
501,Sunday,Utilized Off Route,10
501,Sunday,Diversion,19
511,Sunday,Mechanical,7
505,Sunday,General Delay,10
506,Sunday,Cleaning - Unsanitary,9
509,Sunday,Operations,7
511,Sunday,Diversion,21
512,Sunday,Rail/Switches,84
501,Sunday,General Delay,12
510,Sunday,Security,27
510,Sunday,Held By,5
504,Sunday,Utilized Off Route,10
512,Sunday,Emergency Services,10
504,Sunday,Overhead,38
512,Sunday,Operations,0
504,Sunday,General Delay,10
512,Sunday,Cleaning - Unsanitary,10
504,Sunday,Operations,12
506,Monday,Operations,20
506,Monday,Cleaning - Unsanitary,9
506,Monday,Operations,9
503,Monday,Operations,10
510,Monday,Collision - TTC Involved,9
501,Monday,Diversion,25
504,Monday,Cleaning - Unsanitary,4
504,Monday,Collision - TTC Involved,6
503,Monday,Diversion,44
504,Monday,Utilized Off Route,6
501,Monday,Operations,8
506,Monday,Emergency Services,9
505,Monday,Diversion,27
506,Monday,Operations,9
512,Monday,Held By,10
504,Monday,Operations,5
501,Monday,Collision - TTC Involved,174
506,Monday,Cleaning - Unsanitary,9
506,Monday,Mechanical,9
501,Monday,Operations,0
503,Monday,Operations,10
510,Monday,Held By,17
504,Monday,Operations,8
505,Monday,Diversion,33
506,Monday,Diversion,47
505,Monday,Diversion,33
509,Monday,General Delay,9
509,Monday,General Delay,9
512,Monday,General Delay,18
505,Monday,Cleaning - Unsanitary,10
512,Monday,Mechanical,10
501,Monday,Emergency Services,33
510,Monday,Operations,8
501,Monday,Security,10
501,Tuesday,Operations,6
503,Tuesday,Diversion,41
501,Tuesday,Operations,7
505,Tuesday,Operations,10
505,Tuesday,General Delay,18
503,Tuesday,General Delay,15
503,Tuesday,General Delay,20
504,Tuesday,Mechanical,4
504,Tuesday,Operations,4
505,Tuesday,Held By,82
505,Tuesday,Diversion,82
501,Tuesday,Operations,8
506,Tuesday,Diversion,9
506,Tuesday,Utilized Off Route,9
506,Tuesday,Held By,9
506,Tuesday,Security,9
501,Tuesday,Mechanical,6
511,Tuesday,Emergency Services,9
504,Tuesday,Operations,4
501,Tuesday,Operations,8
501,Tuesday,General Delay,9
504,Tuesday,Operations,5
501,Tuesday,Operations,20
504,Tuesday,Held By,13
501,Tuesday,Mechanical,6
