line,day,incident,min_delay
505,Saturday,Operations,7
501,Saturday,Held By,10
510,Saturday,Operations,5
509,Saturday,General Delay,8
510,Saturday,Emergency Services,135
509,Saturday,Diversion,19
511,Saturday,Operations,8
501,Saturday,Mechanical,9
501,Saturday,Emergency Services,9
504,Saturday,Operations,8
504,Saturday,Utilized Off Route,6
509,Saturday,Mechanical,10
501,Saturday,Utilized Off Route,9
504,Saturday,Security,97
509,Saturday,Diversion,63
510,Saturday,Diversion,61
510,Saturday,Security,36
506,Sunday,Held By,0
504,Sunday,Operations,6
512,Sunday,Emergency Services,0
504,Sunday,Security,0
511,Sunday,Operations,8
510,Sunday,Held By,10
501,Sunday,Operations,8
505,Sunday,General Delay,6
505,Sunday,Security,10
506,Sunday,Collision - TTC Involved,8
504,Sunday,Utilized Off Route,5
501,Sunday,Emergency Services,8
501,Sunday,Utilized Off Route,10
504,Sunday,Security,0
504,Sunday,Mechanical,5
505,Sunday,Operations,8
512,Sunday,Operations,9
510,Sunday,Operations,9
512,Sunday,Operations,9
504,Sunday,Operations,8
505,Sunday,Cleaning - Unsanitary,9
505,Sunday,Operations,7
501,Sunday,Operations,8
511,Sunday,Operations,8
501,Sunday,Operations,8
504,Sunday,Mechanical,6
504,Sunday,Operations,6
RAD,Sunday,Mechanical,1
506,Sunday,Operations,8
501,Sunday,Operations,8
504,Sunday,Mechanical,6
504,Sunday,Operations,7
506,Sunday,Operations,7
504,Sunday,Mechanical,6
512,Sunday,Operations,8
504,Sunday,Operations,5
511,Sunday,Operations,7
505,Sunday,General Delay,13
511,Sunday,Operations,7
504,Sunday,Operations,6
504,Sunday,Operations,6
512,Sunday,Mechanical,8
504,Sunday,Operations,6
504,Sunday,Emergency Services,0
504,Sunday,Operations,9
512,Sunday,Operations,12
504,Sunday,Held By,5
504,Sunday,Held By,5
504,Sunday,Mechanical,6
510,Sunday,Operations,4
504,Sunday,Mechanical,7
510,Sunday,Diversion,9
501,Sunday,Emergency Services,15
509,Sunday,Operations,10
501,Sunday,Operations,10
510,Sunday,Held By,5
505,Sunday,Diversion,247
506,Sunday,Diversion,247
501,Sunday,Emergency Services,0
504,Sunday,Utilized Off Route,10
301,Monday,Security,25
504,Monday,Operations,10
506,Monday,Operations,5
504,Monday,Operations,4
506,Monday,Operations,8
504,Monday,Operations,8
506,Monday,Operations,5
510,Monday,Operations,4
505,Monday,Operations,9
504,Monday,Operations,5
501,Monday,Operations,8
511,Monday,Operations,8
501,Monday,Operations,8
504,Monday,Operations,6
510,Monday,Held By,980
505,Monday,Operations,4
501,Monday,Security,8
506,Monday,Held By,84
501,Monday,Operations,9
501,Monday,Mechanical,9
506,Monday,Operations,8
504,Monday,Security,0
501,Monday,Operations,9
501,Monday,Operations,9
506,Monday,Held By,8
505,Monday,Operations,8
511,Monday,Operations,7
506,Monday,Operations,8
501,Monday,Utilized Off Route,9
501,Monday,Utilized Off Route,9
501,Monday,Utilized Off Route,9
501,Monday,Operations,9
511,Monday,Operations,7
501,Monday,Operations,9
501,Monday,Operations,9
509,Monday,Operations,8
512,Monday,Operations,7
506,Monday,Operations,8
501,Monday,Mechanical,9
501,Monday,Operations,9
505,Monday,Operations,8
501,Monday,Utilized Off Route,9
501,Monday,Collision - TTC Involved,15
505,Monday,General Delay,11
501,Monday,Investigation,9
501,Monday,Operations,10
509,Monday,General Delay,908
505,Monday,Held By,13
504,Monday,Security,8
509,Monday,Overhead,9
504,Monday,Mechanical,8
501,Monday,Collision - TTC Involved,8
310,Tuesday,General Delay,210
504,Tuesday,Operations,10
504,Tuesday,Operations,6
504,Tuesday,Operations,6
506,Tuesday,Operations,5
505,Tuesday,Operations,8
505,Tuesday,Operations,8
501,Tuesday,Mechanical,8
503,Tuesday,Operations,9
510,Tuesday,Operations,5
504,Tuesday,Operations,6
505,Tuesday,Operations,8
510,Tuesday,Operations,8
511,Tuesday,Operations,7
504,Tuesday,Operations,5
504,Tuesday,Operations,5
501,Tuesday,Operations,8
510,Tuesday,Operations,8
504,Tuesday,Mechanical,7
506,Tuesday,Operations,8
510,Tuesday,Operations,4
504,Tuesday,Operations,7
506,Tuesday,Operations,8
506,Tuesday,Operations,8
509,Tuesday,Held By,9
505,Tuesday,Operations,8
501,Tuesday,Operations,9
501,Tuesday,Operations,9
503,Tuesday,Operations,10
505,Tuesday,Operations,8
504,Tuesday,Operations,1
505,Tuesday,Operations,8
504,Tuesday,Operations,2
505,Tuesday,Operations,6
501,Tuesday,Operations,9
501,Tuesday,Diversion,0
512,Tuesday,Operations,5
505,Tuesday,Operations,8
501,Tuesday,Operations,9
501,Tuesday,Operations,9
505,Tuesday,Cleaning - Unsanitary,8
506,Tuesday,Security,8
506,Tuesday,Emergency Services,8
501,Tuesday,Cleaning - Unsanitary,9
506,Tuesday,Security,8
506,Tuesday,Security,8
504,Tuesday,Operations,6
505,Tuesday,Security,8
511,Tuesday,Diversion,10
504,Tuesday,Utilized Off Route,7
504,Tuesday,Utilized Off Route,7
501,Tuesday,Mechanical,10
506,Wednesday,Security,25
506,Wednesday,Diversion,30
504,Wednesday,Operations,10
504,Wednesday,Operations,10
504,Wednesday,Mechanical,8
504,Wednesday,Operations,6
504,Wednesday,Operations,2
504,Wednesday,Operations,6
504,Wednesday,Operations,4
504,Wednesday,Operations,6
506,Wednesday,Mechanical,46
501,Wednesday,Mechanical,8
501,Wednesday,Mechanical,8
501,Wednesday,Cleaning - Unsanitary,8
506,Wednesday,Mechanical,8
504,Wednesday,Mechanical,5
509,Wednesday,Held By,30
509,Wednesday,Held By,23
509,Wednesday,Held By,12
501,Wednesday,Mechanical,10
512,Wednesday,Collision - TTC Involved,10
504,Wednesday,Collision - TTC Involved,5
505,Wednesday,Operations,8
501,Wednesday,Operations,8
501,Wednesday,Mechanical,5
512,Wednesday,Operations,6
504,Wednesday,Mechanical,5
501,Wednesday,Operations,9
509,Wednesday,Security,6
505,Wednesday,Cleaning - Unsanitary,8
504,Wednesday,Collision - TTC Involved,5
509,Wednesday,Security,8
506,Wednesday,Emergency Services,8
505,Wednesday,Operations,8
503,Wednesday,Operations,10
509,Wednesday,Security,8
501,Wednesday,Operations,9
511,Wednesday,Held By,8
511,Wednesday,Emergency Services,8
510,Wednesday,Mechanical,4
501,Wednesday,Collision - TTC Involved,9
501,Wednesday,Utilized Off Route,9
512,Wednesday,Cleaning - Unsanitary,5
504,Wednesday,Operations,14
511,Wednesday,Security,8
501,Wednesday,Emergency Services,10
504,Wednesday,Utilized Off Route,7
501,Wednesday,Security,8
501,Wednesday,Security,10
504,Thursday,Diversion,30
504,Thursday,Operations,4
501,Thursday,Cleaning - Unsanitary,10
506,Thursday,Operations,8
504,Thursday,Operations,6
504,Thursday,Operations,0
505,Thursday,Diversion,41
504,Thursday,Utilized Off Route,6
503,Thursday,Operations,6
504,Thursday,Operations,6
504,Thursday,Operations,0
504,Thursday,Operations,6
512,Thursday,Operations,9
501,Thursday,Mechanical,8
501,Thursday,Security,8
501,Thursday,Mechanical,8
504,Thursday,Cleaning - Unsanitary,5
504,Thursday,Operations,5
510,Thursday,Operations,8
501,Thursday,Mechanical,10
506,Thursday,Operations,8
505,Thursday,Operations,9
501,Thursday,Held By,17
512,Thursday,Emergency Services,46
504,Thursday,Utilized Off Route,5
506,Thursday,Held By,5
501,Thursday,Investigation,10
506,Thursday,Operations,8
506,Thursday,Diversion,14
501,Thursday,Utilized Off Route,9
501,Thursday,Utilized Off Route,9
504,Thursday,Operations,6
510,Thursday,Held By,44
600,Thursday,Operations,0
504,Thursday,Operations,5
506,Thursday,Emergency Services,62
511,Thursday,Operations,7
510,Thursday,Operations,5
506,Thursday,Operations,8
512,Thursday,Operations,6
501,Thursday,Cleaning - Unsanitary,9
505,Thursday,Operations,8
512,Thursday,Operations,6
505,Thursday,Operations,8
501,Thursday,Operations,8
501,Thursday,Cleaning - Unsanitary,9
505,Thursday,Operations,8
501,Thursday,Mechanical,9
504,Thursday,Operations,8
505,Thursday,Operations,8
501,Thursday,Security,9
506,Thursday,Diversion,42
501,Thursday,Operations,9
504,Thursday,Mechanical,6
510,Thursday,Security,14
504,Thursday,Operations,6
504,Thursday,General Delay,6
501,Thursday,Emergency Services,10
501,Thursday,Security,10
504,Thursday,Utilized Off Route,8
306,Thursday,Held By,8
506,Thursday,Operations,10
504,Friday,Security,0
504,Friday,Operations,6
306,Friday,Held By,18
501,Friday,Overhead,25
501,Friday,Operations,8
504,Friday,General Delay,30
501,Friday,Operations,8
501,Friday,General Delay,12
501,Friday,Operations,62
505,Friday,General Delay,25
504,Friday,Operations,4
504,Friday,Overhead,6
503,Friday,Held By,9
505,Friday,Held By,9
505,Friday,Operations,67
504,Friday,Held By,3
504,Friday,Mechanical,6
503,Friday,Operations,9
501,Friday,Diversion,19
NA,Friday,General Delay,0
505,Friday,Diversion,0
505,Friday,Diversion,13
501,Friday,Rail/Switches,468
509,Friday,Operations,5
504,Friday,Operations,0
501,Friday,Held By,66
501,Friday,Mechanical,8
510,Friday,Operations,8
510,Friday,General Delay,10
504,Friday,Collision - TTC Involved,30
509,Friday,Operations,6
501,Friday,Mechanical,8
509,Friday,Operations,6
504,Friday,General Delay,7
501,Friday,Operations,8
510,Friday,Operations,5
504,Friday,Operations,6
504,Friday,Operations,4
510,Friday,Collision - TTC Involved,36
505,Friday,General Delay,0
510,Friday,Overhead,8
511,Friday,Held By,55
509,Friday,Diversion,35
501,Friday,Operations,8
501,Friday,Held By,19
509,Friday,Held By,0
501,Friday,Operations,8
504,Friday,Operations,5
506,Friday,Held By,0
505,Friday,Cleaning - Unsanitary,9
501,Friday,Operations,8
501,Friday,Operations,8
501,Friday,Operations,10
512,Friday,Operations,6
506,Friday,Security,0
504,Friday,Operations,6
504,Friday,Security,0
505,Friday,Operations,7
503,Friday,Operations,10
501,Friday,Utilized Off Route,9
503,Friday,Held By,12
501,Friday,Held By,7
504,Friday,Collision - TTC Involved,5
505,Friday,Mechanical,60
501,Friday,Mechanical,9
512,Friday,Operations,6
501,Friday,Collision - TTC Involved,9
501,Friday,Mechanical,0
501,Friday,Utilized Off Route,9
506,Friday,Held By,8
504,Friday,Operations,5
504,Friday,Operations,10
512,Friday,Held By,35
501,Friday,Operations,9
505,Friday,Operations,10
501,Friday,Security,9
501,Friday,Operations,9
501,Friday,Cleaning - Unsanitary,9
505,Friday,Held By,28
501,Friday,Operations,9
501,Friday,Mechanical,9
511,Friday,Operations,8
504,Friday,Collision - TTC Involved,0
504,Friday,Operations,49
506,Friday,Security,8
504,Friday,Operations,6
501,Friday,Security,10
501,Friday,Investigation,6
504,Friday,Operations,6
501,Friday,Mechanical,6
504,Friday,General Delay,6
501,Friday,Held By,5
501,Friday,Mechanical,5
510,Friday,Cleaning - Unsanitary,5
504,Friday,Diversion,235
501,Friday,Held By,10
501,Friday,Operations,10
501,Friday,Operations,10
510,Friday,Diversion,39
504,Friday,Utilized Off Route,8
509,Friday,Cleaning - Unsanitary,9
504,Friday,Utilized Off Route,8
506,Friday,Diversion,0
506,Friday,Operations,8
510,Friday,Diversion,36
504,Friday,Utilized Off Route,8
505,Friday,Held By,8
505,Friday,Diversion,162
506,Saturday,Operations,8
506,Saturday,Operations,8
506,Saturday,Operations,8
511,Saturday,Operations,8
512,Saturday,Held By,16
310,Saturday,Held By,15
504,Saturday,Operations,30
512,Saturday,Operations,10
504,Saturday,Operations,6
510,Saturday,General Delay,8
504,Saturday,Operations,7
505,Saturday,Held By,13
501,Saturday,Operations,8
501,Saturday,Operations,8
506,Saturday,Operations,8
506,Saturday,Operations,8
504,Saturday,Operations,5
510,Saturday,Operations,7
501,Saturday,Operations,8
510,Saturday,Operations,7
511,Saturday,Collision - TTC Involved,8
506,Saturday,Operations,8
512,Saturday,Operations,5
501,Saturday,Operations,8
510,Saturday,Held By,10
506,Saturday,Operations,8
504,Saturday,Operations,5
501,Saturday,Diversion,21
510,Saturday,Held By,17
505,Saturday,Operations,6
504,Saturday,Operations,5
506,Saturday,Held By,20
501,Saturday,Mechanical,8
501,Saturday,Mechanical,8
501,Saturday,Mechanical,8
501,Saturday,Investigation,8
506,Saturday,Operations,8
501,Saturday,Mechanical,8
506,Saturday,Diversion,16
509,Saturday,Operations,7
501,Saturday,Operations,8
501,Saturday,Operations,8
501,Saturday,Operations,8
505,Saturday,Operations,8
506,Saturday,Cleaning - Unsanitary,8
504,Saturday,Operations,5
501,Saturday,Operations,8
511,Saturday,Operations,8
504,Saturday,Operations,5
501,Saturday,Operations,8
510,Saturday,Operations,5
501,Saturday,Mechanical,8
505,Saturday,Security,52
504,Saturday,Mechanical,10
506,Saturday,Held By,31
510,Saturday,Security,8
501,Saturday,Diversion,10
NA,Sunday,General Delay,0
510,Sunday,Rail/Switches,15
510,Sunday,Diversion,82
504,Sunday,Emergency Services,5
501,Sunday,Security,8
501,Sunday,Emergency Services,8
500,Sunday,Mechanical,0
512,Sunday,Operations,7
506,Sunday,Mechanical,8
501,Sunday,Mechanical,8
510,Sunday,Held By,12
509,Sunday,Mechanical,10
504,Sunday,Security,5
510,Sunday,Held By,7
510,Sunday,Held By,16
509,Sunday,Mechanical,7
506,Sunday,Operations,8
505,Sunday,Held By,13
512,Sunday,Operations,7
504,Sunday,Operations,7
501,Sunday,Cleaning - Unsanitary,9
501,Sunday,Operations,8
501,Sunday,Operations,8
509,Sunday,Cleaning - Unsanitary,7
505,Sunday,Held By,10
504,Sunday,Operations,5
506,Sunday,Held By,8
512,Sunday,Operations,7
512,Sunday,Cleaning - Unsanitary,7
512,Sunday,Operations,8
505,Sunday,Mechanical,7
504,Sunday,Operations,5
501,Sunday,Cleaning - Unsanitary,8
506,Sunday,Held By,65
501,Sunday,Utilized Off Route,8
501,Sunday,Security,8
510,Sunday,Security,13
510,Sunday,Cleaning - Unsanitary,9
510,Sunday,Emergency Services,9
501,Monday,Emergency Services,26
501,Monday,Operations,3
501,Monday,Cleaning - Unsanitary,10
505,Monday,Mechanical,8
501,Monday,Operations,11
509,Monday,Diversion,14
510,Monday,Security,11
501,Monday,Mechanical,9
510,Monday,Held By,7
501,Monday,Held By,6
505,Monday,Security,8
509,Monday,General Delay,10
504,Monday,Emergency Services,12
501,Monday,Held By,10
505,Monday,Security,10
510,Monday,Investigation,27
509,Monday,Held By,9
504,Monday,Utilized Off Route,10
306,Monday,Emergency Services,10
301,Tuesday,Operations,30
506,Tuesday,Operations,8
505,Tuesday,Operations,7
501,Tuesday,Mechanical,7
504,Tuesday,Mechanical,6
501,Tuesday,Operations,8
501,Tuesday,Operations,8
501,Tuesday,Operations,7
506,Tuesday,Operations,5
510,Tuesday,Security,5
501,Tuesday,Operations,7
504,Tuesday,Mechanical,4
506,Tuesday,Operations,7
510,Tuesday,Operations,5
511,Tuesday,Operations,7
501,Tuesday,Mechanical,10
511,Tuesday,Mechanical,7
510,Tuesday,Operations,5
505,Tuesday,Cleaning - Unsanitary,4
555,Tuesday,General Delay,0
501,Tuesday,Mechanical,7
510,Tuesday,Security,5
504,Tuesday,Mechanical,5
501,Tuesday,Operations,8
505,Tuesday,Diversion,65
501,Tuesday,Investigation,9
505,Tuesday,Cleaning - Unsanitary,8
504,Tuesday,Operations,5
504,Tuesday,Operations,5
505,Tuesday,Operations,8
503,Tuesday,Operations,10
504,Tuesday,Operations,1
503,Tuesday,Held By,30
501,Tuesday,Held By,10
504,Tuesday,Operations,2
512,Tuesday,Operations,6
501,Tuesday,Mechanical,9
501,Tuesday,Operations,9
503,Tuesday,Mechanical,10
504,Tuesday,Investigation,5
505,Tuesday,Operations,8
512,Tuesday,General Delay,6
501,Tuesday,Mechanical,9
505,Tuesday,Operations,8
512,Tuesday,Held By,55
501,Tuesday,Utilized Off Route,9
501,Tuesday,Investigation,9
510,Tuesday,Held By,13
510,Tuesday,Held By,13
501,Tuesday,Collision - TTC Involved,9
511,Tuesday,Investigation,8
501,Tuesday,Emergency Services,10
501,Tuesday,Cleaning - Unsanitary,7
501,Tuesday,Mechanical,4
501,Tuesday,Mechanical,4
501,Tuesday,Mechanical,7
501,Tuesday,Collision - TTC Involved,12
509,Tuesday,Security,9
505,Tuesday,Security,8
504,Tuesday,Mechanical,7
505,Tuesday,Emergency Services,10
506,Wednesday,Security,8
504,Wednesday,Operations,3
504,Wednesday,Operations,5
504,Wednesday,Operations,4
510,Wednesday,Operations,5
504,Wednesday,Diversion,13
505,Wednesday,Operations,4
501,Wednesday,Operations,9
501,Wednesday,Security,15
506,Wednesday,Operations,8
501,Wednesday,Security,9
510,Wednesday,Security,5
501,Wednesday,Mechanical,20
506,Wednesday,Operations,8
501,Wednesday,Operations,9
501,Wednesday,Operations,9
505,Wednesday,Operations,8
512,Wednesday,General Delay,6
501,Wednesday,Operations,7
512,Wednesday,Operations,6
512,Wednesday,Operations,6
512,Wednesday,Operations,6
503,Wednesday,Operations,10
505,Wednesday,Emergency Services,14
512,Wednesday,Operations,6
512,Wednesday,Operations,6
501,Wednesday,Security,8
510,Wednesday,Cleaning - Unsanitary,5
509,Wednesday,Operations,10
504,Wednesday,Mechanical,10
506,Wednesday,Security,8
505,Wednesday,Security,8
504,Wednesday,Emergency Services,6
511,Wednesday,Emergency Services,8
509,Wednesday,Held By,10
509,Wednesday,Diversion,10
505,Wednesday,Security,8
506,Thursday,Mechanical,8
512,Thursday,Operations,13
504,Thursday,Operations,3
504,Thursday,Mechanical,4
504,Thursday,Operations,3
501,Thursday,Mechanical,8
504,Thursday,Mechanical,3
504,Thursday,Mechanical,3
510,Thursday,Operations,8
510,Thursday,Operations,8
506,Thursday,Collision - TTC Involved,51
501,Thursday,Mechanical,10
510,Thursday,Operations,8
512,Thursday,Operations,8
509,Thursday,Operations,8
505,Thursday,Collision - TTC Involved,92
501,Thursday,Mechanical,8
504,Thursday,Mechanical,5
504,Thursday,Operations,5
501,Thursday,Mechanical,9
505,Thursday,Operations,8
501,Thursday,Operations,9
512,Thursday,Cleaning - Unsanitary,6
501,Thursday,Operations,9
501,Thursday,Security,5
506,Thursday,Operations,8
504,Thursday,Operations,5
501,Thursday,Operations,9
504,Thursday,Investigation,0
510,Thursday,Cleaning - Unsanitary,6
512,Thursday,Operations,6
504,Thursday,Operations,4
501,Thursday,Mechanical,9
510,Thursday,Operations,5
506,Thursday,Security,8
503,Thursday,Investigation,6
501,Thursday,Operations,9
501,Thursday,Operations,8
501,Thursday,Security,8
504,Thursday,Emergency Services,5
511,Thursday,Cleaning - Unsanitary,10
501,Thursday,Emergency Services,8
504,Friday,Emergency Services,0
506,Friday,Security,19
512,Friday,Operations,11
505,Friday,Operations,8
505,Friday,Mechanical,9
501,Friday,Security,13
504,Friday,Operations,2
506,Friday,Operations,11
510,Friday,Security,0
510,Friday,Diversion,28
504,Friday,Operations,5
505,Friday,Operations,7
505,Friday,Diversion,67
506,Friday,Diversion,67
503,Friday,Operations,9
504,Friday,Operations,5
506,Friday,Operations,4
506,Friday,Operations,8
506,Friday,Overhead,8
501,Friday,Utilized Off Route,9
501,Friday,Mechanical,8
505,Friday,Collision - TTC Involved,75
501,Friday,Mechanical,8
506,Friday,Mechanical,8
510,Friday,Operations,8
506,Friday,Investigation,0
505,Friday,Operations,9
501,Friday,Operations,52
510,Friday,Operations,8
512,Friday,Operations,6
512,Friday,Operations,6
505,Friday,Operations,9
504,Friday,Security,5
511,Friday,Collision - TTC Involved,8
506,Friday,Operations,8
501,Friday,Utilized Off Route,10
510,Friday,Held By,57
501,Friday,Diversion,128
504,Friday,Operations,5
505,Friday,Operations,9
501,Friday,Collision - TTC Involved,52
505,Friday,Operations,9
512,Friday,Operations,6
512,Friday,Operations,6
511,Friday,Operations,8
506,Friday,Operations,8
512,Friday,Operations,6
501,Friday,Collision - TTC Involved,9
501,Friday,Operations,9
509,Friday,Cleaning - Unsanitary,8
501,Friday,Operations,9
504,Friday,Operations,5
504,Friday,Operations,4
504,Friday,Operations,85
501,Friday,Operations,9
506,Friday,Operations,8
503,Friday,Operations,10
501,Friday,Operations,9
506,Friday,Operations,8
506,Friday,General Delay,15
501,Friday,Emergency Services,16
505,Friday,Operations,8
512,Friday,Mechanical,6
506,Friday,Security,7
510,Friday,Diversion,67
505,Friday,Operations,8
509,Friday,Operations,10
510,Friday,Operations,5
505,Friday,Mechanical,8
501,Friday,Collision - TTC Involved,10
505,Friday,Utilized Off Route,8
504,Friday,General Delay,15
504,Friday,Operations,7
504,Friday,Operations,6
501,Friday,Mechanical,10
504,Friday,Operations,7
504,Friday,General Delay,8
504,Friday,Operations,6
504,Friday,Mechanical,8
504,Friday,Operations,6
504,Friday,Collision - TTC Involved,51
501,Saturday,Cleaning - Unsanitary,15
510,Saturday,Collision - TTC Involved,10
504,Saturday,Held By,24
501,Saturday,Held By,20
512,Saturday,Mechanical,5
506,Saturday,Security,8
505,Saturday,Security,0
504,Saturday,Cleaning - Unsanitary,9
510,Saturday,Operations,5
501,Saturday,Operations,19
504,Saturday,Operations,5
506,Saturday,Held By,8
505,Saturday,Security,24
501,Saturday,Operations,8
504,Saturday,Operations,5
512,Saturday,Cleaning - Unsanitary,5
504,Saturday,Operations,6
504,Saturday,Operations,6
510,Saturday,Operations,9
505,Saturday,Mechanical,9
505,Saturday,Operations,9
504,Saturday,Operations,4
506,Saturday,Operations,8
501,Saturday,Operations,8
505,Saturday,Operations,9
512,Saturday,Operations,5
504,Saturday,Operations,6
504,Saturday,Operations,5
510,Saturday,Operations,4
505,Saturday,Held By,10
506,Saturday,Operations,8
501,Saturday,General Delay,15
504,Saturday,Operations,5
509,Saturday,Operations,7
505,Saturday,Emergency Services,6
512,Saturday,Operations,5
506,Saturday,Held By,0
512,Saturday,Operations,8
501,Saturday,Operations,9
505,Saturday,Operations,6
505,Saturday,Operations,6
505,Saturday,Operations,8
504,Saturday,Operations,8
501,Saturday,Operations,8
504,Saturday,Operations,8
504,Saturday,Operations,8
504,Saturday,Operations,10
501,Saturday,Operations,9
501,Saturday,Operations,11
506,Saturday,Mechanical,9
501,Saturday,Cleaning - Unsanitary,10
504,Saturday,Operations,6
504,Saturday,Operations,4
506,Saturday,Security,10
501,Saturday,Rail/Switches,19
504,Saturday,Operations,8
505,Saturday,Emergency Services,31
506,Saturday,Operations,9
512,Saturday,Diversion,43
505,Sunday,Emergency Services,0
504,Sunday,Mechanical,8
504,Sunday,General Delay,30
506,Sunday,Emergency Services,10
506,Sunday,Operations,9
512,Sunday,Operations,6
501,Sunday,Mechanical,8
506,Sunday,Operations,10
510,Sunday,Operations,9
510,Sunday,Operations,7
512,Sunday,Operations,7
504,Sunday,Security,5
510,Sunday,Operations,7
505,Sunday,Held By,91
501,Sunday,Operations,9
501,Sunday,Mechanical,8
501,Sunday,Security,8
504,Sunday,Collision - TTC Involved,54
506,Sunday,Emergency Services,8
510,Sunday,Operations,7
501,Sunday,Held By,21
RAD,Sunday,Emergency Services,1
506,Sunday,Operations,8
501,Sunday,Security,9
501,Sunday,Operations,9
505,Sunday,Operations,7
501,Sunday,Collision - TTC Involved,8
501,Sunday,Emergency Services,8
512,Sunday,Emergency Services,15
504,Sunday,Operations,9
510,Sunday,Operations,5
512,Sunday,Operations,8
510,Sunday,Security,8
510,Sunday,Cleaning - Unsanitary,10
510,Sunday,Emergency Services,0
510,Sunday,Operations,7
505,Sunday,Security,5
501,Sunday,Operations,9
506,Sunday,Operations,10
504,Sunday,Emergency Services,50
512,Sunday,Overhead,9
505,Sunday,Security,10
511,Sunday,Cleaning - Unsanitary,12
501,Monday,Operations,8
501,Monday,Operations,8
501,Monday,Mechanical,8
504,Monday,Operations,3
500,Monday,Operations,0
505,Monday,Operations,8
999,Monday,Operations,0
501,Monday,Mechanical,7
509,Monday,Operations,7
510,Monday,Operations,4
505,Monday,Operations,9
504,Monday,Mechanical,3
511,Monday,Operations,7
501,Monday,Operations,8
501,Monday,Security,70
505,Monday,Investigation,9
501,Monday,Utilized Off Route,10
506,Monday,General Delay,11
506,Monday,Investigation,16
501,Monday,Emergency Services,9
501,Monday,Utilized Off Route,10
501,Monday,Cleaning - Unsanitary,9
511,Monday,Operations,8
504,Monday,Emergency Services,17
510,Monday,Operations,5
505,Monday,Operations,8
501,Monday,Operations,9
504,Monday,Mechanical,4
501,Monday,Operations,9
503,Monday,Mechanical,18
505,Monday,Operations,8
512,Monday,Operations,6
501,Monday,Utilized Off Route,9
501,Monday,Utilized Off Route,9
509,Monday,Held By,14
509,Monday,General Delay,14
504,Monday,Operations,5
510,Monday,Operations,5
504,Monday,Operations,4
504,Monday,Operations,5
504,Monday,Emergency Services,7
506,Monday,Mechanical,8
501,Monday,Utilized Off Route,9
504,Monday,Mechanical,5
512,Monday,Mechanical,8
501,Monday,Mechanical,9
501,Monday,Mechanical,9
504,Monday,Collision - TTC Involved,6
510,Monday,Security,13
504,Monday,Utilized Off Route,8
504,Monday,Emergency Services,0
505,Monday,Emergency Services,8
504,Monday,Operations,6
306,Tuesday,Held By,12
506,Tuesday,Operations,8
503,Tuesday,Held By,53
501,Tuesday,Held By,53
504,Tuesday,Overhead,10
512,Tuesday,Held By,4
510,Tuesday,Held By,4
501,Tuesday,Held By,8
501,Tuesday,Operations,8
501,Tuesday,Operations,7
503,Tuesday,Held By,31
501,Tuesday,Utilized Off Route,8
501,Tuesday,Operations,9
501,Tuesday,Mechanical,7
510,Tuesday,Mechanical,4
504,Tuesday,Collision - TTC Involved,5
505,Tuesday,Operations,9
511,Tuesday,Collision - TTC Involved,65
504,Tuesday,Utilized Off Route,5
506,Tuesday,Collision - TTC Involved,8
504,Tuesday,Operations,5
501,Tuesday,Security,5
504,Tuesday,Mechanical,5
501,Tuesday,Held By,18
501,Tuesday,Mechanical,9
501,Tuesday,Mechanical,9
510,Tuesday,General Delay,13
501,Tuesday,Operations,9
510,Tuesday,Operations,5
510,Tuesday,Emergency Services,61
501,Tuesday,Utilized Off Route,9
503,Tuesday,Operations,8
505,Tuesday,Security,8
504,Tuesday,Utilized Off Route,5
501,Tuesday,Utilized Off Route,9
506,Tuesday,Late Entering Service,8
504,Tuesday,General Delay,5
501,Tuesday,Operations,9
505,Tuesday,Operations,8
506,Tuesday,Operations,8
505,Tuesday,Operations,8
505,Tuesday,Cleaning - Unsanitary,8
510,Tuesday,Diversion,30
506,Tuesday,Cleaning - Unsanitary,8
510,Tuesday,Operations,5
506,Tuesday,Emergency Services,8
504,Tuesday,Operations,4
509,Tuesday,General Delay,11
511,Tuesday,General Delay,8
504,Tuesday,Operations,5
504,Tuesday,Operations,5
505,Tuesday,Operations,13
505,Tuesday,Operations,8
501,Tuesday,Security,9
505,Tuesday,Operations,8
504,Tuesday,General Delay,7
511,Tuesday,Cleaning - Unsanitary,9
501,Tuesday,Security,8
501,Tuesday,Emergency Services,10
NA,Wednesday,General Delay,0
501,Wednesday,Collision - TTC Involved,10
504,Wednesday,Operations,3
509,Wednesday,Emergency Services,6
505,Wednesday,Emergency Services,9
505,Wednesday,Security,9
501,Wednesday,Mechanical,8
505,Wednesday,Security,5
501,Wednesday,Security,10
504,Wednesday,Collision - TTC Involved,49
505,Wednesday,Emergency Services,16
510,Wednesday,Operations,5
501,Wednesday,Operations,9
501,Wednesday,Operations,8
501,Wednesday,Utilized Off Route,9
501,Wednesday,Emergency Services,19
504,Wednesday,Utilized Off Route,4
501,Wednesday,Operations,9
504,Wednesday,Utilized Off Route,4
505,Wednesday,Operations,8
501,Wednesday,Cleaning - Unsanitary,9
504,Wednesday,Diversion,41
503,Wednesday,Emergency Services,20
501,Wednesday,Security,27
501,Wednesday,Emergency Services,0
504,Wednesday,Operations,5
504,Wednesday,Operations,0
501,Wednesday,Held By,24
506,Wednesday,Cleaning - Unsanitary,8
509,Wednesday,Security,9
501,Wednesday,Cleaning - Unsanitary,9
504,Wednesday,Security,8
